,ciudad,lat,lon,contador_palabras
170,Medellín,6.2518400000000005,-75.563591,27
171,Medellín,6.2518400000000005,-75.563591,33
172,Medellín,6.2518400000000005,-75.563591,10
173,Medellín,6.2518400000000005,-75.563591,38
174,Medellín,6.2518400000000005,-75.563591,25
175,Medellín,6.2518400000000005,-75.563591,26
176,Medellín,6.2518400000000005,-75.563591,16
177,Medellín,6.2518400000000005,-75.563591,21
178,Medellín,6.2518400000000005,-75.563591,37
179,Medellín,6.2518400000000005,-75.563591,5
180,Medellín,6.2518400000000005,-75.563591,9
181,Medellín,6.2518400000000005,-75.563591,5
182,Medellín,6.2518400000000005,-75.563591,12
183,Medellín,6.2518400000000005,-75.563591,24
184,Medellín,6.2518400000000005,-75.563591,20
185,Medellín,6.2518400000000005,-75.563591,26
186,Medellín,6.2518400000000005,-75.563591,7
187,Medellín,6.2518400000000005,-75.563591,4
188,Medellín,6.2518400000000005,-75.563591,12
189,Medellín,6.2518400000000005,-75.563591,15
190,Medellín,6.2518400000000005,-75.563591,31
191,Medellín,6.2518400000000005,-75.563591,11
192,Medellín,6.2518400000000005,-75.563591,15
193,Medellín,6.2518400000000005,-75.563591,20
194,Medellín,6.2518400000000005,-75.563591,30
195,Medellín,6.2518400000000005,-75.563591,32
196,Medellín,6.2518400000000005,-75.563591,21
197,Medellín,6.2518400000000005,-75.563591,19
198,Medellín,6.2518400000000005,-75.563591,25
199,Medellín,6.2518400000000005,-75.563591,19
200,Cali,3.437222,-76.5225,27
201,Cali,3.437222,-76.5225,11
202,Cali,3.437222,-76.5225,24
203,Cali,3.437222,-76.5225,24
204,Cali,3.437222,-76.5225,19
205,Cali,3.437222,-76.5225,18
206,Cali,3.437222,-76.5225,29
207,Cali,3.437222,-76.5225,27
208,Cali,3.437222,-76.5225,45
209,Cali,3.437222,-76.5225,14
210,Cali,3.437222,-76.5225,19
211,Cali,3.437222,-76.5225,8
212,Cali,3.437222,-76.5225,11
213,Cali,3.437222,-76.5225,9
214,Cali,3.437222,-76.5225,20
215,Cali,3.437222,-76.5225,46
216,Cali,3.437222,-76.5225,11
217,Cali,3.437222,-76.5225,22
218,Cali,3.437222,-76.5225,21
219,Cali,3.437222,-76.5225,23
220,Cali,3.437222,-76.5225,6
221,Cali,3.437222,-76.5225,8
222,Cali,3.437222,-76.5225,36
223,Cali,3.437222,-76.5225,39
224,Cali,3.437222,-76.5225,38
225,Cali,3.437222,-76.5225,46
226,Cali,3.437222,-76.5225,42
227,Cali,3.437222,-76.5225,13
228,Cali,3.437222,-76.5225,27
229,Cali,3.437222,-76.5225,8
230,Cali,3.437222,-76.5225,24
231,Cali,3.437222,-76.5225,14
232,Cali,3.437222,-76.5225,9
233,Cali,3.437222,-76.5225,37
234,Cali,3.437222,-76.5225,25
235,Cali,3.437222,-76.5225,36
236,Cali,3.437222,-76.5225,26
237,Cali,3.437222,-76.5225,17
238,Cali,3.437222,-76.5225,21
239,Cali,3.437222,-76.5225,16
240,Cali,3.437222,-76.5225,27
241,Cali,3.437222,-76.5225,29
242,Cali,3.437222,-76.5225,33
243,Cali,3.437222,-76.5225,19
244,Cali,3.437222,-76.5225,17
245,Cali,3.437222,-76.5225,9
246,Cali,3.437222,-76.5225,16
247,Cali,3.437222,-76.5225,27
248,Cali,3.437222,-76.5225,12
249,Cali,3.437222,-76.5225,7
250,Cali,3.437222,-76.5225,28
251,Cali,3.437222,-76.5225,15
252,Cali,3.437222,-76.5225,11
253,Cali,3.437222,-76.5225,15
254,Cali,3.437222,-76.5225,17
255,Cali,3.437222,-76.5225,12
256,Cali,3.437222,-76.5225,23
257,Cali,3.437222,-76.5225,27
258,Cali,3.437222,-76.5225,14
259,Cali,3.437222,-76.5225,18
260,Cali,3.437222,-76.5225,17
261,Cali,3.437222,-76.5225,19
262,Cali,3.437222,-76.5225,23
263,Cali,3.437222,-76.5225,17
264,Cali,3.437222,-76.5225,23
265,Cali,3.437222,-76.5225,40
266,Cali,3.437222,-76.5225,35
267,Cali,3.437222,-76.5225,34
268,Cali,3.437222,-76.5225,5
269,Cali,3.437222,-76.5225,21
270,Cali,3.437222,-76.5225,18
271,Cali,3.437222,-76.5225,34
272,Cali,3.437222,-76.5225,8
273,Cali,3.437222,-76.5225,45
274,Cali,3.437222,-76.5225,41
275,Cali,3.437222,-76.5225,7
276,Cali,3.437222,-76.5225,21
277,Cali,3.437222,-76.5225,12
278,Cali,3.437222,-76.5225,20
279,Cali,3.437222,-76.5225,41
280,Cali,3.437222,-76.5225,14
281,Cali,3.437222,-76.5225,20
282,Cali,3.437222,-76.5225,35
283,Cali,3.437222,-76.5225,14
284,Cali,3.437222,-76.5225,29
285,Cali,3.437222,-76.5225,17
286,Cali,3.437222,-76.5225,8
287,Cali,3.437222,-76.5225,15
288,Cali,3.437222,-76.5225,38
289,Cali,3.437222,-76.5225,4
290,Cali,3.437222,-76.5225,11
291,Cali,3.437222,-76.5225,12
292,Cali,3.437222,-76.5225,44
293,Cali,3.437222,-76.5225,32
294,Cali,3.437222,-76.5225,9
295,Cali,3.437222,-76.5225,8
296,Cali,3.437222,-76.5225,47
297,Cali,3.437222,-76.5225,13
298,Cali,3.437222,-76.5225,13
299,Cali,3.437222,-76.5225,17
300,Barranquilla,10.963889,-74.796389,49
301,Barranquilla,10.963889,-74.796389,41
302,Barranquilla,10.963889,-74.796389,26
303,Barranquilla,10.963889,-74.796389,32
304,Barranquilla,10.963889,-74.796389,14
305,Barranquilla,10.963889,-74.796389,19
306,Barranquilla,10.963889,-74.796389,34
307,Barranquilla,10.963889,-74.796389,22
308,Barranquilla,10.963889,-74.796389,15
309,Barranquilla,10.963889,-74.796389,17
310,Barranquilla,10.963889,-74.796389,1
311,Barranquilla,10.963889,-74.796389,11
312,Barranquilla,10.963889,-74.796389,17
313,Barranquilla,10.963889,-74.796389,18
314,Barranquilla,10.963889,-74.796389,11
315,Barranquilla,10.963889,-74.796389,20
316,Barranquilla,10.963889,-74.796389,10
317,Barranquilla,10.963889,-74.796389,13
318,Barranquilla,10.963889,-74.796389,26
319,Barranquilla,10.963889,-74.796389,10
320,Barranquilla,10.963889,-74.796389,17
321,Barranquilla,10.963889,-74.796389,26
322,Barranquilla,10.963889,-74.796389,9
323,Barranquilla,10.963889,-74.796389,19
324,Barranquilla,10.963889,-74.796389,44
325,Barranquilla,10.963889,-74.796389,18
326,Barranquilla,10.963889,-74.796389,20
327,Barranquilla,10.963889,-74.796389,11
328,Barranquilla,10.963889,-74.796389,7
329,Barranquilla,10.963889,-74.796389,20
330,Barranquilla,10.963889,-74.796389,26
331,Barranquilla,10.963889,-74.796389,23
332,Barranquilla,10.963889,-74.796389,15
333,Barranquilla,10.963889,-74.796389,10
334,Barranquilla,10.963889,-74.796389,22
335,Barranquilla,10.963889,-74.796389,10
336,Barranquilla,10.963889,-74.796389,18
337,Barranquilla,10.963889,-74.796389,10
338,Barranquilla,10.963889,-74.796389,19
339,Barranquilla,10.963889,-74.796389,20
340,Barranquilla,10.963889,-74.796389,19
341,Barranquilla,10.963889,-74.796389,13
342,Barranquilla,10.963889,-74.796389,22
343,Barranquilla,10.963889,-74.796389,11
344,Barranquilla,10.963889,-74.796389,16
345,Barranquilla,10.963889,-74.796389,23
346,Barranquilla,10.963889,-74.796389,22
347,Barranquilla,10.963889,-74.796389,11
348,Barranquilla,10.963889,-74.796389,7
349,Barranquilla,10.963889,-74.796389,16
350,Barranquilla,10.963889,-74.796389,14
351,Barranquilla,10.963889,-74.796389,3
352,Barranquilla,10.963889,-74.796389,11
353,Barranquilla,10.963889,-74.796389,27
354,Barranquilla,10.963889,-74.796389,42
355,Barranquilla,10.963889,-74.796389,8
356,Barranquilla,10.963889,-74.796389,12
357,Barranquilla,10.963889,-74.796389,4
358,Barranquilla,10.963889,-74.796389,12
359,Barranquilla,10.963889,-74.796389,20
360,Barranquilla,10.963889,-74.796389,37
361,Barranquilla,10.963889,-74.796389,7
362,Barranquilla,10.963889,-74.796389,15
363,Barranquilla,10.963889,-74.796389,27
364,Barranquilla,10.963889,-74.796389,15
365,Barranquilla,10.963889,-74.796389,11
366,Barranquilla,10.963889,-74.796389,19
367,Barranquilla,10.963889,-74.796389,19
368,Barranquilla,10.963889,-74.796389,8
369,Barranquilla,10.963889,-74.796389,6
370,Barranquilla,10.963889,-74.796389,35
371,Barranquilla,10.963889,-74.796389,36
372,Barranquilla,10.963889,-74.796389,44
373,Barranquilla,10.963889,-74.796389,14
374,Barranquilla,10.963889,-74.796389,14
375,Barranquilla,10.963889,-74.796389,39
376,Barranquilla,10.963889,-74.796389,36
377,Barranquilla,10.963889,-74.796389,24
378,Barranquilla,10.963889,-74.796389,2
379,Barranquilla,10.963889,-74.796389,23
380,Barranquilla,10.963889,-74.796389,12
381,Barranquilla,10.963889,-74.796389,11
382,Barranquilla,10.963889,-74.796389,23
383,Barranquilla,10.963889,-74.796389,21
384,Barranquilla,10.963889,-74.796389,13
385,Barranquilla,10.963889,-74.796389,31
386,Barranquilla,10.963889,-74.796389,10
387,Barranquilla,10.963889,-74.796389,6
388,Barranquilla,10.963889,-74.796389,37
389,Barranquilla,10.963889,-74.796389,26
390,Barranquilla,10.963889,-74.796389,34
391,Barranquilla,10.963889,-74.796389,16
392,Barranquilla,10.963889,-74.796389,31
393,Barranquilla,10.963889,-74.796389,16
394,Barranquilla,10.963889,-74.796389,14
395,Barranquilla,10.963889,-74.796389,7
396,Barranquilla,10.963889,-74.796389,43
397,Barranquilla,10.963889,-74.796389,16
398,Barranquilla,10.963889,-74.796389,12
399,Barranquilla,10.963889,-74.796389,23
400,Bucaramanga,7.125392999999999,-73.119804,3
401,Bucaramanga,7.125392999999999,-73.119804,17
402,Bucaramanga,7.125392999999999,-73.119804,4
403,Bucaramanga,7.125392999999999,-73.119804,16
404,Bucaramanga,7.125392999999999,-73.119804,38
405,Bucaramanga,7.125392999999999,-73.119804,12
406,Bucaramanga,7.125392999999999,-73.119804,21
407,Bucaramanga,7.125392999999999,-73.119804,14
408,Bucaramanga,7.125392999999999,-73.119804,10
409,Bucaramanga,7.125392999999999,-73.119804,33
410,Bucaramanga,7.125392999999999,-73.119804,9
411,Bucaramanga,7.125392999999999,-73.119804,11
412,Bucaramanga,7.125392999999999,-73.119804,6
413,Bucaramanga,7.125392999999999,-73.119804,24
414,Bucaramanga,7.125392999999999,-73.119804,24
415,Bucaramanga,7.125392999999999,-73.119804,21
416,Bucaramanga,7.125392999999999,-73.119804,23
417,Bucaramanga,7.125392999999999,-73.119804,21
418,Bucaramanga,7.125392999999999,-73.119804,16
419,Bucaramanga,7.125392999999999,-73.119804,17
420,Bucaramanga,7.125392999999999,-73.119804,17
421,Bucaramanga,7.125392999999999,-73.119804,40
422,Bucaramanga,7.125392999999999,-73.119804,21
423,Bucaramanga,7.125392999999999,-73.119804,39
424,Bucaramanga,7.125392999999999,-73.119804,15
425,Bucaramanga,7.125392999999999,-73.119804,36
426,Bucaramanga,7.125392999999999,-73.119804,24
427,Bucaramanga,7.125392999999999,-73.119804,33
428,Bucaramanga,7.125392999999999,-73.119804,12
429,Bucaramanga,7.125392999999999,-73.119804,21
430,Bucaramanga,7.125392999999999,-73.119804,31
431,Bucaramanga,7.125392999999999,-73.119804,17
432,Bucaramanga,7.125392999999999,-73.119804,36
433,Bucaramanga,7.125392999999999,-73.119804,25
434,Bucaramanga,7.125392999999999,-73.119804,9
435,Bucaramanga,7.125392999999999,-73.119804,22
436,Bucaramanga,7.125392999999999,-73.119804,19
437,Bucaramanga,7.125392999999999,-73.119804,18
438,Bucaramanga,7.125392999999999,-73.119804,24
439,Bucaramanga,7.125392999999999,-73.119804,17
440,Bucaramanga,7.125392999999999,-73.119804,11
441,Bucaramanga,7.125392999999999,-73.119804,8
442,Bucaramanga,7.125392999999999,-73.119804,10
443,Bucaramanga,7.125392999999999,-73.119804,17
444,Bucaramanga,7.125392999999999,-73.119804,16
445,Bucaramanga,7.125392999999999,-73.119804,31
446,Bucaramanga,7.125392999999999,-73.119804,46
447,Bucaramanga,7.125392999999999,-73.119804,38
448,Bucaramanga,7.125392999999999,-73.119804,29
449,Bucaramanga,7.125392999999999,-73.119804,35
450,Bucaramanga,7.125392999999999,-73.119804,24
451,Bucaramanga,7.125392999999999,-73.119804,24
452,Bucaramanga,7.125392999999999,-73.119804,15
453,Bucaramanga,7.125392999999999,-73.119804,41
454,Bucaramanga,7.125392999999999,-73.119804,12
455,Bucaramanga,7.125392999999999,-73.119804,28
456,Bucaramanga,7.125392999999999,-73.119804,30
457,Bucaramanga,7.125392999999999,-73.119804,16
458,Bucaramanga,7.125392999999999,-73.119804,34
459,Bucaramanga,7.125392999999999,-73.119804,13
460,Bucaramanga,7.125392999999999,-73.119804,12
461,Bucaramanga,7.125392999999999,-73.119804,16
462,Bucaramanga,7.125392999999999,-73.119804,9
463,Bucaramanga,7.125392999999999,-73.119804,16
464,Bucaramanga,7.125392999999999,-73.119804,4
465,Bucaramanga,7.125392999999999,-73.119804,17
466,Bucaramanga,7.125392999999999,-73.119804,36
467,Bucaramanga,7.125392999999999,-73.119804,28
468,Bucaramanga,7.125392999999999,-73.119804,35
469,Bucaramanga,7.125392999999999,-73.119804,11
470,Bucaramanga,7.125392999999999,-73.119804,11
471,Bucaramanga,7.125392999999999,-73.119804,44
472,Bucaramanga,7.125392999999999,-73.119804,18
473,Bucaramanga,7.125392999999999,-73.119804,15
474,Bucaramanga,7.125392999999999,-73.119804,17
475,Bucaramanga,7.125392999999999,-73.119804,39
476,Bucaramanga,7.125392999999999,-73.119804,43
477,Bucaramanga,7.125392999999999,-73.119804,23
478,Bucaramanga,7.125392999999999,-73.119804,39
479,Bucaramanga,7.125392999999999,-73.119804,10
480,Bucaramanga,7.125392999999999,-73.119804,32
481,Bucaramanga,7.125392999999999,-73.119804,23
482,Bucaramanga,7.125392999999999,-73.119804,14
483,Bucaramanga,7.125392999999999,-73.119804,24
484,Bucaramanga,7.125392999999999,-73.119804,11
485,Bucaramanga,7.125392999999999,-73.119804,13
486,Bucaramanga,7.125392999999999,-73.119804,17
487,Bucaramanga,7.125392999999999,-73.119804,11
488,Bucaramanga,7.125392999999999,-73.119804,22
489,Bucaramanga,7.125392999999999,-73.119804,29
490,Bucaramanga,7.125392999999999,-73.119804,28
491,Bucaramanga,7.125392999999999,-73.119804,20
492,Bucaramanga,7.125392999999999,-73.119804,16
493,Bucaramanga,7.125392999999999,-73.119804,14
494,Bucaramanga,7.125392999999999,-73.119804,32
495,Bucaramanga,7.125392999999999,-73.119804,24
496,Bucaramanga,7.125392999999999,-73.119804,27
497,Bucaramanga,7.125392999999999,-73.119804,19
498,Bucaramanga,7.125392999999999,-73.119804,12
499,Bucaramanga,7.125392999999999,-73.119804,28
500,Cartagena,10.399722,-75.514444,26
501,Cartagena,10.399722,-75.514444,32
502,Cartagena,10.399722,-75.514444,14
503,Cartagena,10.399722,-75.514444,19
504,Cartagena,10.399722,-75.514444,34
505,Cartagena,10.399722,-75.514444,22
506,Cartagena,10.399722,-75.514444,15
507,Cartagena,10.399722,-75.514444,17
508,Cartagena,10.399722,-75.514444,1
509,Cartagena,10.399722,-75.514444,17
510,Cartagena,10.399722,-75.514444,18
511,Cartagena,10.399722,-75.514444,11
512,Cartagena,10.399722,-75.514444,20
513,Cartagena,10.399722,-75.514444,10
514,Cartagena,10.399722,-75.514444,13
515,Cartagena,10.399722,-75.514444,26
516,Cartagena,10.399722,-75.514444,10
517,Cartagena,10.399722,-75.514444,26
518,Cartagena,10.399722,-75.514444,9
519,Cartagena,10.399722,-75.514444,19
520,Cartagena,10.399722,-75.514444,18
521,Cartagena,10.399722,-75.514444,20
522,Cartagena,10.399722,-75.514444,7
523,Cartagena,10.399722,-75.514444,20
524,Cartagena,10.399722,-75.514444,26
525,Cartagena,10.399722,-75.514444,23
526,Cartagena,10.399722,-75.514444,15
527,Cartagena,10.399722,-75.514444,10
528,Cartagena,10.399722,-75.514444,22
529,Cartagena,10.399722,-75.514444,10
530,Cartagena,10.399722,-75.514444,10
531,Cartagena,10.399722,-75.514444,19
532,Cartagena,10.399722,-75.514444,20
533,Cartagena,10.399722,-75.514444,19
534,Cartagena,10.399722,-75.514444,22
535,Cartagena,10.399722,-75.514444,16
536,Cartagena,10.399722,-75.514444,23
537,Cartagena,10.399722,-75.514444,22
538,Cartagena,10.399722,-75.514444,3
539,Cartagena,10.399722,-75.514444,11
540,Cartagena,10.399722,-75.514444,8
541,Cartagena,10.399722,-75.514444,12
542,Cartagena,10.399722,-75.514444,12
543,Cartagena,10.399722,-75.514444,20
544,Cartagena,10.399722,-75.514444,37
545,Cartagena,10.399722,-75.514444,7
546,Cartagena,10.399722,-75.514444,15
547,Cartagena,10.399722,-75.514444,27
548,Cartagena,10.399722,-75.514444,19
549,Cartagena,10.399722,-75.514444,19
550,Cartagena,10.399722,-75.514444,8
551,Cartagena,10.399722,-75.514444,6
552,Cartagena,10.399722,-75.514444,36
553,Cartagena,10.399722,-75.514444,14
554,Cartagena,10.399722,-75.514444,24
555,Cartagena,10.399722,-75.514444,2
556,Cartagena,10.399722,-75.514444,23
557,Cartagena,10.399722,-75.514444,12
558,Cartagena,10.399722,-75.514444,11
559,Cartagena,10.399722,-75.514444,23
560,Cartagena,10.399722,-75.514444,13
561,Cartagena,10.399722,-75.514444,31
562,Cartagena,10.399722,-75.514444,10
563,Cartagena,10.399722,-75.514444,6
564,Cartagena,10.399722,-75.514444,37
565,Cartagena,10.399722,-75.514444,26
566,Cartagena,10.399722,-75.514444,16
567,Cartagena,10.399722,-75.514444,31
568,Cartagena,10.399722,-75.514444,16
569,Cartagena,10.399722,-75.514444,14
570,Cartagena,10.399722,-75.514444,7
571,Cartagena,10.399722,-75.514444,43
572,Cartagena,10.399722,-75.514444,16
573,Cartagena,10.399722,-75.514444,12
574,Cartagena,10.399722,-75.514444,23
575,Cartagena,10.399722,-75.514444,14
576,Cartagena,10.399722,-75.514444,6
577,Cartagena,10.399722,-75.514444,8
578,Cartagena,10.399722,-75.514444,8
579,Cartagena,10.399722,-75.514444,23
580,Cartagena,10.399722,-75.514444,7
581,Cartagena,10.399722,-75.514444,15
582,Cartagena,10.399722,-75.514444,15
583,Cartagena,10.399722,-75.514444,7
584,Cartagena,10.399722,-75.514444,14
585,Cartagena,10.399722,-75.514444,12
586,Cartagena,10.399722,-75.514444,38
587,Cartagena,10.399722,-75.514444,14
588,Cartagena,10.399722,-75.514444,11
589,Cartagena,10.399722,-75.514444,13
590,Cartagena,10.399722,-75.514444,45
591,Cartagena,10.399722,-75.514444,41
592,Cartagena,10.399722,-75.514444,41
593,Cartagena,10.399722,-75.514444,14
594,Cartagena,10.399722,-75.514444,7
595,Cartagena,10.399722,-75.514444,14
596,Cartagena,10.399722,-75.514444,14
597,Cartagena,10.399722,-75.514444,30
598,Cartagena,10.399722,-75.514444,13
599,Cartagena,10.399722,-75.514444,23
600,Cúcuta,7.8939070000000005,-72.50782099999998,12
601,Cúcuta,7.8939070000000005,-72.50782099999998,4
602,Cúcuta,7.8939070000000005,-72.50782099999998,16
603,Cúcuta,7.8939070000000005,-72.50782099999998,11
604,Cúcuta,7.8939070000000005,-72.50782099999998,27
605,Cúcuta,7.8939070000000005,-72.50782099999998,46
606,Cúcuta,7.8939070000000005,-72.50782099999998,16
607,Cúcuta,7.8939070000000005,-72.50782099999998,33
608,Cúcuta,7.8939070000000005,-72.50782099999998,13
609,Cúcuta,7.8939070000000005,-72.50782099999998,9
610,Cúcuta,7.8939070000000005,-72.50782099999998,9
611,Cúcuta,7.8939070000000005,-72.50782099999998,15
612,Cúcuta,7.8939070000000005,-72.50782099999998,33
613,Cúcuta,7.8939070000000005,-72.50782099999998,11
614,Cúcuta,7.8939070000000005,-72.50782099999998,11
615,Cúcuta,7.8939070000000005,-72.50782099999998,41
616,Cúcuta,7.8939070000000005,-72.50782099999998,38
617,Cúcuta,7.8939070000000005,-72.50782099999998,7
618,Cúcuta,7.8939070000000005,-72.50782099999998,8
619,Cúcuta,7.8939070000000005,-72.50782099999998,11
620,Cúcuta,7.8939070000000005,-72.50782099999998,4
621,Cúcuta,7.8939070000000005,-72.50782099999998,30
